Q,U,probability
34026435,7084,0.473941333
34026435,5156,0.450514701
34026435,7100,0.393743735
34026435,7172,0.393586648
34026435,7188,0.388141609
34026435,7180,0.380400082
34026435,7196,0.366825206
34026435,7212,0.366597199
34026435,7204,0.364451448
34026435,7220,0.351900653
34026435,5036,0.35
34026435,5572,0.320578215
34026435,7228,0.314263141
34026435,7260,0.302197315
34026435,7236,0.297267667
34026435,5052,0.286492171
34026435,5868,0.25537426
34026435,5060,0.232949134
34026435,7244,0.230410576
34052732,7060,0.527499985
34052732,7068,0.480691543
34052732,7580,0.434528761
34052732,5420,0.384471889
34052732,5036,0.35
34052732,7076,0.341118261
34052732,5156,0.29979468
34052732,7028,0.281548534
34052732,5100,0.235009645
34052732,6604,0.215021309
34052732,5428,0.214221686
34052732,6020,0.170678547
34052732,6876,0.139976866
34052732,6044,0.139408531
34052732,6028,0.138886763
34052732,5180,0.135751282
34052732,4892,0.132467618
34052732,5412,0.128868199
34052732,6036,0.123863861
34052732,6076,0.123031916
34079148,5764,0.608102436
34079148,5772,0.541665762
34079148,5748,0.538558079
34079148,5780,0.536314431
34079148,6148,0.534918487
34079148,5788,0.530888141
34079148,5804,0.521370636
34079148,5812,0.517492671
34079148,5820,0.516927449
34079148,5828,0.513269223
34079148,5796,0.512338099
34079148,5836,0.50611491
34079148,5844,0.505800908
34079148,5860,0.470266242
34079148,5756,0.451068441
34079148,5868,0.449710495
34079148,5740,0.446651942
34079148,6156,0.442562092
34079148,6132,0.425314817
34079148,5876,0.422357587
34083793,5204,0.622664669
34083793,5220,0.583136268
34083793,5212,0.560599337
34083793,5228,0.54407641
34083793,5236,0.536321685
34083793,5252,0.513188503
34083793,5244,0.484703797
34083793,5260,0.402600145
34083793,7684,0.397023781
34083793,4884,0.388615705
34083793,5036,0.35
34083793,7676,0.347608404
34083793,7284,0.346082632
34083793,5276,0.343969123
34083793,5284,0.318588694
34083793,6884,0.281027942
34083793,5964,0.244823787
34083793,7164,0.242948486
34083793,7692,0.240114301
34083793,5268,0.23736135
34085724,4900,0.544743342
34085724,4908,0.504692746
34085724,4980,0.504322625
34085724,4924,0.485526623
34085724,4940,0.481279585
34085724,4948,0.480377624
34085724,6844,0.47673992
34085724,4972,0.474643239
34085724,4988,0.470517823
34085724,4996,0.468947704
34085724,5004,0.462831728
34085724,6852,0.462394744
34085724,4956,0.459237209
34085724,6860,0.420690435
34085724,5036,0.35
34085724,5044,0.343788612
34085724,5156,0.338287784
34085724,5564,0.316630512
34085724,5332,0.287848185
34085724,5572,0.251760287
34086988,7172,0.621929597
34086988,7180,0.582143519
34086988,7188,0.571464377
34086988,7196,0.568513847
34086988,7204,0.564590937
34086988,7212,0.558177378
34086988,7220,0.553644086
34086988,5156,0.540829086
34086988,7228,0.485613159
34086988,7236,0.466085562
34086988,7244,0.35194124
34086988,5036,0.35
34086988,6396,0.31843898
34086988,7252,0.308483276
34086988,6108,0.274540778
34086988,5988,0.26774229
34086988,5100,0.260674914
34086988,5932,0.260140935
34086988,7068,0.258750365
34086988,6372,0.257057009
34092800,5156,0.637396099
34092800,7172,0.570007367
34092800,7180,0.562380833
34092800,7188,0.552138026
34092800,7196,0.548756529
34092800,7204,0.544985373
34092800,7212,0.53941028
34092800,7220,0.5338814
34092800,7228,0.468827798
34092800,7236,0.449548245
34092800,7260,0.382204329
34092800,5596,0.350621634
34092800,5036,0.35
34092800,7244,0.340036157
34092800,5676,0.331181128
34092800,6380,0.323834114
34092800,5180,0.317990487
34092800,6388,0.314441661
34092800,6404,0.313002478
34092800,7252,0.298306161
34093414,7172,0.67317308
34093414,7180,0.643035806
34093414,7188,0.63101224
34093414,7196,0.629389594
34093414,7204,0.624999104
34093414,7212,0.616002086
34093414,7220,0.614536371
34093414,5156,0.568918579
34093414,7228,0.537331791
34093414,7236,0.517039921
34093414,7244,0.38862288
34093414,5036,0.35
34093414,7252,0.339840746
34093414,6108,0.301431217
34093414,5932,0.285173068
34093414,7068,0.28376723
34093414,6484,0.248593971
34093414,7260,0.242134253
34093414,5100,0.204824258
34093414,7268,0.202681306
34127753,7580,0.637167557
34127753,6604,0.490102677
34127753,5036,0.35
34127753,5100,0.233286275
34127753,5156,0.231134228
34127753,6564,0.22221234
34127753,6572,0.212062806
34127753,6580,0.195687549
34127753,6596,0.185117191
34127753,6708,0.16632165
34127753,7668,0.147065287
34127753,5508,0.142683169
34127753,7060,0.140246682
34127753,6084,0.138076613
34127753,6412,0.136696438
34127753,5180,0.135751282
34127753,7068,0.133472521
34127753,4892,0.132467618
34127753,5412,0.128868199
34127753,6620,0.124453584
34139877,7580,0.681436923
34139877,5036,0.35
34139877,6604,0.344197624
34139877,5156,0.214681881
34139877,5100,0.204824258
34139877,7668,0.153551996
34139877,5180,0.135751282
34139877,4892,0.132467618
34139877,5412,0.128868199
34139877,5428,0.120400855
34139877,5116,0.120204306
34139877,5436,0.120168418
34139877,5444,0.11516325
34139877,5596,0.113118766
34139877,5204,0.106700465
34139877,5548,0.100030531
34139877,6076,0.096989828
34139877,5124,0.093261568
34139877,5564,0.091016107
34139877,5604,0.089914617
34155253,6828,0.560119183
34155253,6836,0.532531334
34155253,6332,0.406915165
34155253,7476,0.400626962
34155253,7484,0.372554804
34155253,5964,0.355384202
34155253,5036,0.35
34155253,6868,0.303931897
34155253,7244,0.302967026
34155253,6876,0.274611815
34155253,7700,0.247656714
34155253,5156,0.242896318
34155253,6884,0.236180115
34155253,6892,0.217008694
34155253,6004,0.210758938
34155253,5100,0.204824258
34155253,7580,0.178500795
34155253,6284,0.168623815
34155253,5548,0.155629237
34155253,5556,0.139440641
34159649,5772,0.681308324
34159649,5748,0.67885712
34159649,5780,0.678373529
34159649,5788,0.673980274
34159649,5804,0.664462767
34159649,5812,0.660584803
34159649,5820,0.66001958
34159649,5828,0.654472741
34159649,5796,0.65271722
34159649,5836,0.648653233
34159649,5844,0.648292208
34159649,5764,0.644788347
34159649,5860,0.597996277
34159649,5756,0.573908174
34159649,5868,0.572746167
34159649,5740,0.559235334
34159649,5876,0.537341251
34159649,7444,0.518501173
34159649,5852,0.493994115
34159649,6772,0.460271945
34160308,7172,0.649910265
34160308,7180,0.644801932
34160308,7188,0.632739372
34160308,7196,0.63115524
34160308,7204,0.626751188
34160308,7212,0.61767924
34160308,7220,0.616302497
34160308,7228,0.538831843
34160308,5156,0.536213799
34160308,7236,0.518517807
34160308,7244,0.389686798
34160308,5036,0.35
34160308,7252,0.340750242
34160308,6108,0.30221115
34160308,5932,0.285899102
34160308,7068,0.284492822
34160308,5100,0.268893052
34160308,6484,0.24917567
34160308,7260,0.242782748
34160308,7708,0.225102745
34165523,6556,0.640090515
34165523,7532,0.622839135
34165523,7540,0.618544263
34165523,7548,0.606006014
34165523,7556,0.56914053
34165523,7516,0.372856691
34165523,5036,0.35
34165523,7564,0.320318026
34165523,5156,0.299740388
34165523,6548,0.284705581
34165523,7300,0.274432883
34165523,7308,0.257615348
34165523,7716,0.257170311
34165523,7724,0.241023216
34165523,7276,0.208770645
34165523,5100,0.204824258
34165523,7700,0.176181231
34165523,7732,0.15786384
34165523,7604,0.15194669
34165523,5412,0.150852842
34165953,7172,0.661195529
34165953,7180,0.610914799
34165953,7188,0.599600424
34165953,7196,0.597277311
34165953,7204,0.593133472
34165953,7212,0.585499243
34165953,7220,0.582415365
34165953,5156,0.568789818
34165953,7228,0.510049936
34165953,7236,0.490161224
34165953,7244,0.369273119
34165953,5036,0.35
34165953,7252,0.323299513
34165953,5772,0.316578962
34165953,5748,0.312413116
34165953,5780,0.30733247
34165953,5788,0.300241054
34165953,5804,0.290723552
34165953,6108,0.287246367
34165953,5812,0.286845584
34166194,5772,0.681308336
34166194,5748,0.678857132
34166194,5780,0.678373542
34166194,5788,0.673980286
34166194,5804,0.664462779
34166194,5812,0.660584816
34166194,5820,0.660019593
34166194,5828,0.654472753
34166194,5796,0.652717232
34166194,5836,0.648653245
34166194,5844,0.648292221
34166194,5764,0.644788359
34166194,5860,0.597996288
34166194,5756,0.573908184
34166194,5868,0.572746178
34166194,5740,0.559235344
34166194,5876,0.537341261
34166194,7444,0.518501182
34166194,5852,0.493994124
34166194,6772,0.460271953
34177800,7300,0.541377169
34177800,6548,0.529623785
34177800,7276,0.528260321
34177800,7308,0.525910335
34177800,7716,0.525648038
34177800,7724,0.499661371
34177800,5036,0.35
34177800,5428,0.346311919
34177800,6020,0.302768779
34177800,6940,0.28885998
34177800,5100,0.285150855
34177800,7732,0.281858137
34177800,5156,0.276555136
34177800,6028,0.270976998
34177800,6044,0.264076242
34177800,5412,0.259818867
34177800,6036,0.255954095
34177800,6172,0.24742889
34177800,6412,0.246933475
34177800,7604,0.240530475
34180845,7172,0.663890226
34180845,7180,0.659222481
34180845,7188,0.646841534
34180845,7196,0.645571873
34180845,7204,0.641057088
34180845,7212,0.631373323
34180845,7220,0.630723046
34180845,7228,0.551079882
34180845,5156,0.543737206
34180845,7236,0.53058485
34180845,7244,0.427891549
34180845,5036,0.35
34180845,7252,0.348176337
34180845,6108,0.30857936
34180845,5932,0.291827227
34180845,7068,0.290417331
34180845,6484,0.253925288
34180845,7260,0.248077757
34180845,5100,0.222108749
34180845,7268,0.208019796
34182079,7740,0.614336516
34182079,7748,0.596189269
34182079,7756,0.451419917
34182079,4836,0.426023043
34182079,7764,0.425593573
34182079,7772,0.375871745
34182079,5036,0.35
34182079,6620,0.347491401
34182079,7780,0.343947328
34182079,4788,0.292707734
34182079,5100,0.238742016
34182079,7396,0.224464759
34182079,7316,0.218737644
34182079,7324,0.218718221
34182079,5156,0.214681881
34182079,5956,0.213455953
34182079,7404,0.211288891
34182079,7332,0.203710554
34182079,7340,0.202478945
34182079,6412,0.201571439
34286660,7092,0.500597529
34286660,7084,0.496629895
34286660,7100,0.413385807
34286660,7284,0.381563172
34286660,7684,0.357977686
34286660,4884,0.35147841
34286660,5036,0.35
34286660,5572,0.335344569
34286660,7676,0.335332563
34286660,5428,0.320611906
34286660,6020,0.277068767
34286660,5100,0.269239036
34286660,5868,0.267649722
34286660,6028,0.245276985
34286660,5156,0.24189603
34286660,6044,0.239820386
34286660,7276,0.23949337
34286660,5556,0.233593543
34286660,6036,0.230254082
34286660,5964,0.221320502
34293334,7788,0.53455193
34293334,7708,0.520493039
34293334,7796,0.47538035
34293334,6436,0.458313583
34293334,4892,0.439631739
34293334,5100,0.365942386
34293334,5180,0.360457784
34293334,5036,0.35
34293334,5596,0.348666725
34293334,4916,0.34610756
34293334,4932,0.329614095
34293334,4964,0.323346909
34293334,5012,0.309865008
34293334,5020,0.309805051
34293334,5612,0.302724097
34293334,5628,0.28520809
34293334,5644,0.283873013
34293334,5620,0.283709211
34293334,5636,0.281141158
34293334,5652,0.277444005
34300317,4804,0.646504418
34300317,4796,0.623567564
34300317,4732,0.594411151
34300317,4740,0.586706029
34300317,4748,0.582822559
34300317,4764,0.562632124
34300317,4772,0.561024117
34300317,4756,0.551688304
34300317,4788,0.53963409
34300317,4780,0.539282058
34300317,4812,0.471774211
34300317,4820,0.439391555
34300317,4828,0.419842828
34300317,5036,0.388426038
34300317,4836,0.378322758
34300317,6468,0.367494461
34300317,4844,0.366779071
34300317,4860,0.359914843
34300317,6484,0.358879912
34300317,4852,0.35825708
34304499,7364,0.508342305
34304499,7372,0.475069031
34304499,7804,0.458775163
34304499,6004,0.389057819
34304499,5996,0.387456363
34304499,6012,0.368912353
34304499,5036,0.35
34304499,5156,0.293259434
34304499,7060,0.277442214
34304499,7068,0.256484767
34304499,4940,0.236786675
34304499,5420,0.207360375
34304499,7564,0.206988164
34304499,5100,0.204824258
34304499,7076,0.185961485
34304499,6844,0.174478088
34304499,7812,0.171434995
34304499,5412,0.165282232
34304499,6860,0.160641052
34304499,6852,0.160132916
34307442,6828,0.644950557
34307442,6836,0.617362708
34307442,6332,0.470048577
34307442,5964,0.41065847
34307442,5036,0.35
34307442,6868,0.349509399
34307442,6876,0.318096061
34307442,6884,0.275592471
34307442,6892,0.24999454
34307442,5564,0.223915606
34307442,5156,0.214681881
34307442,5100,0.204824258
34307442,7820,0.202692821
34307442,6980,0.198018106
34307442,5404,0.187185504
34307442,7828,0.182691804
34307442,7836,0.168500305
34307442,7844,0.166245523
34307442,7852,0.165563985
34307442,4772,0.163855232
34307983,6116,0.672446865
34307983,7116,0.65064363
34307983,7124,0.64246546
34307983,7132,0.64246544
34307983,6244,0.615182264
34307983,7140,0.611654298
34307983,5276,0.515888895
34307983,5156,0.503495212
34307983,7452,0.427020536
34307983,6164,0.417307519
34307983,5036,0.35
34307983,5516,0.213026846
34307983,5100,0.210788539
34307983,6172,0.210715291
34307983,6188,0.179895966
34307983,6420,0.17731367
34307983,6196,0.176898239
34307983,6212,0.17540989
34307983,6180,0.16477478
34307983,6492,0.163910432
34309457,6556,0.516591441
34309457,7532,0.500028926
34309457,7540,0.49725566
34309457,7548,0.482411413
34309457,7556,0.449009081
34309457,7516,0.370076372
34309457,7460,0.363627194
34309457,5036,0.35
34309457,7468,0.319377799
34309457,7452,0.315445373
34309457,5156,0.292614275
34309457,7860,0.262090138
34309457,7868,0.254845841
34309457,7564,0.251913854
34309457,6980,0.250612836
34309457,5412,0.245379167
34309457,7524,0.219423319
34309457,7076,0.218202701
34309457,5140,0.210434083
34309457,5100,0.204824258
34341279,5156,0.545211947
34341279,6116,0.518964614
34341279,7116,0.497161376
34341279,7124,0.488983206
34341279,7132,0.488983189
34341279,6556,0.481503426
34341279,6244,0.478258996
34341279,7140,0.466240385
34341279,7532,0.46513663
34341279,7540,0.462795675
34341279,7548,0.447296258
34341279,7556,0.414877862
34341279,5276,0.397027811
34341279,5036,0.35
34341279,7452,0.330649817
34341279,6164,0.322897996
34341279,7516,0.278436574
34341279,7564,0.232479162
34341279,5100,0.204824258
34341279,5548,0.200709486
34343752,7876,0.508657137
34343752,7628,0.432759549
34343752,7884,0.419752318
34343752,7612,0.380294074
34343752,7620,0.380255231
34343752,5036,0.35
34343752,7700,0.333316529
34343752,5156,0.314546489
34343752,5100,0.294255834
34343752,6556,0.293436176
34343752,7532,0.278118401
34343752,7540,0.278094582
34343752,7636,0.269510803
34343752,7548,0.259083539
34343752,7644,0.257024968
34343752,7556,0.231938911
34343752,6580,0.206546919
34343752,7892,0.182678307
34343752,5092,0.182092344
34343752,7564,0.170146585
34344260,5292,0.561821985
34344260,5300,0.543024304
34344260,5268,0.52328518
34344260,5308,0.517227533
34344260,5332,0.515683507
34344260,5316,0.501784722
34344260,5324,0.488049127
34344260,4876,0.465229753
34344260,5340,0.458567028
34344260,5572,0.439681574
34344260,6052,0.396208379
34344260,5036,0.35
34344260,4940,0.345799215
34344260,5564,0.326025651
34344260,6572,0.313749192
34344260,5100,0.302217495
34344260,7756,0.284545794
34344260,5156,0.282480346
34344260,5260,0.260188698
34344260,5876,0.250023884
34352239,5428,0.704682789
34352239,6020,0.661139646
34352239,6028,0.629347873
34352239,6036,0.614324968
34352239,6044,0.602309246
34352239,6052,0.425370606
34352239,5100,0.392807841
34352239,6060,0.374399582
34352239,5036,0.358559606
34352239,5156,0.303946309
34352239,6100,0.301875002
34352239,7900,0.293371033
34352239,5028,0.279189649
34352239,7908,0.272540217
34352239,6076,0.25917046
34352239,6540,0.255566197
34352239,7916,0.254225338
34352239,7276,0.24600886
34352239,7012,0.23677415
34352239,7284,0.223598761
34356935,6828,0.674422728
34356935,6836,0.646834878
34356935,6332,0.491982428
34356935,5964,0.464313277
34356935,6868,0.412055838
34356935,5036,0.35
34356935,6876,0.333203386
34356935,6884,0.317536875
34356935,6892,0.261454504
34356935,6076,0.222764302
34356935,5156,0.214681881
34356935,5412,0.21420457
34356935,5100,0.204824258
34356935,7692,0.182361529
34356935,5556,0.176754234
34356935,6684,0.161018081
34356935,7924,0.156363562
34356935,7932,0.155456477
34356935,6060,0.155211017
34356935,6148,0.155120876
34363297,7860,0.61702063
34363297,7868,0.597054143
34363297,7524,0.528593775
34363297,7076,0.495534312
34363297,5036,0.35
34363297,5548,0.33776711
34363297,5156,0.214681881
34363297,6132,0.209329492
34363297,5100,0.209079759
34363297,6124,0.198681393
34363297,5148,0.189414977
34363297,6148,0.187431203
34363297,6140,0.184414342
34363297,6252,0.183108902
34363297,6164,0.176206971
34363297,6172,0.173349648
34363297,6156,0.170589896
34363297,6260,0.168083223
34363297,6212,0.142902186
34363297,6188,0.140333362
34365759,5596,0.743084358
34365759,5180,0.736721737
34365759,5612,0.706398543
34365759,5628,0.687315466
34365759,5620,0.684614047
34365759,5636,0.684169102
34365759,5652,0.681633744
34365759,5644,0.679191237
34365759,5660,0.671783109
34365759,5668,0.671173132
34365759,5684,0.664942707
34365759,5692,0.662306213
34365759,5700,0.659797744
34365759,5716,0.655057834
34365759,5732,0.650449678
34365759,5708,0.650323226
34365759,6804,0.646735582
34365759,7940,0.644621112
34365759,6812,0.643239441
34365759,6796,0.64118886
34372479,5124,0.725740878
34372479,5132,0.693203367
34372479,5172,0.627021385
34372479,5108,0.621648626
34372479,5196,0.480597234
34372479,7948,0.429063043
34372479,5036,0.35
34372479,5180,0.34358024
34372479,6076,0.26941406
34372479,5156,0.214681881
34372479,5100,0.204824258
34372479,5148,0.196875793
34372479,7900,0.19496289
34372479,7908,0.174132074
34372479,7916,0.157502579
34372479,6540,0.132521097
34372479,4892,0.132467618
34372479,4836,0.13064521
34372479,5412,0.128868199
34372479,7956,0.126241546
34383628,7460,0.533092111
34383628,7468,0.464061286
34383628,7452,0.447030379
34383628,5036,0.35
34383628,6980,0.346407921
34383628,5140,0.300690675
34383628,5412,0.299679075
34383628,6996,0.287276669
34383628,7364,0.285066347
34383628,7372,0.251793075
34383628,7436,0.24272269
34383628,7804,0.235499204
34383628,6908,0.22001494
34383628,4868,0.218066512
34383628,7860,0.216658534
34383628,5156,0.214681881
34383628,6276,0.214271462
34383628,5020,0.213059764
34383628,7868,0.211042696
34383628,6292,0.207639322
34385586,6828,0.631661115
34385586,6836,0.604073265
34385586,6332,0.460158276
34385586,4892,0.429946332
34385586,5964,0.40199936
34385586,5036,0.35
34385586,6868,0.342369356
34385586,4916,0.336608761
34385586,4932,0.319928688
34385586,4964,0.313661502
34385586,6876,0.311283943
34385586,5020,0.30131097
34385586,5012,0.300179601
34385586,6884,0.269418243
34385586,5028,0.258849229
34385586,6892,0.244827071
34385586,7604,0.2176124
34385586,5156,0.214681881
34385586,5100,0.204824258
34385586,5556,0.157015655
34389742,5036,0.752785039
34389742,5604,0.694072455
34389742,5596,0.657449341
34389742,7964,0.613985415
34389742,5180,0.604613684
34389742,7668,0.595035061
34389742,5612,0.564666537
34389742,5620,0.550319899
34389742,5628,0.546133665
34389742,5636,0.542664085
34389742,5644,0.540393139
34389742,5652,0.539720816
34389742,5660,0.532485693
34389742,5668,0.531979411
34389742,5684,0.525743757
34389742,5692,0.52554148
34389742,5700,0.519436378
34389742,5708,0.512833247
34389742,5716,0.512600356
34389742,5732,0.508536751
34398852,5596,0.728280559
34398852,5180,0.722599306
34398852,5612,0.691247305
34398852,5628,0.672223045
34398852,5620,0.669566761
34398852,5636,0.669042129
34398852,5652,0.666463166
34398852,5644,0.664353635
34398852,5660,0.65689213
34398852,5668,0.656293238
34398852,5684,0.650062255
34398852,5692,0.647194207
34398852,5700,0.644793028
34398852,5716,0.63759593
34398852,5708,0.635625463
34398852,5732,0.6352791
34398852,6804,0.631565003
34398852,6812,0.628153538
34398852,6796,0.626307586
34398852,5676,0.624129886
34401870,5180,0.591183127
34401870,5596,0.590523918
34401870,5612,0.550257575
34401870,5620,0.532938541
34401870,5628,0.531780639
34401870,5636,0.5282782
34401870,5644,0.526282449
34401870,5692,0.525429596
34401870,5652,0.525293461
34401870,6812,0.524048425
34401870,5660,0.51832424
34401870,5668,0.517828501
34401870,5684,0.511592315
34401870,5700,0.505166761
34401870,5708,0.498855545
34401870,5716,0.498371841
34401870,5732,0.494109397
34401870,6804,0.490395299
34401870,5676,0.488870668
34401870,6796,0.487830008
34414671,5348,0.522063368
34414671,5356,0.483913281
34414671,5364,0.407723975
34414671,7876,0.365176123
34414671,5036,0.364953956
34414671,5140,0.323692364
34414671,5372,0.316621519
34414671,7884,0.297749085
34414671,5156,0.279247475
34414671,6004,0.240278095
34414671,5996,0.225792788
34414671,7700,0.213964138
34414671,5380,0.211033465
34414671,6012,0.207248778
34414671,5100,0.204824258
34414671,5388,0.194128211
34414671,6484,0.167876271
34414671,6468,0.162031594
34414671,6476,0.146060516
34414671,5180,0.135751282
34427943,5596,0.6604683
34427943,5180,0.657908211
34427943,5612,0.621843522
34427943,5628,0.603088689
34427943,5620,0.600639158
34427943,5636,0.599749499
34427943,5652,0.596970788
34427943,5644,0.596386538
34427943,5660,0.588680525
34427943,5668,0.588132411
34427943,5684,0.581898867
34427943,5692,0.57797014
34427943,5700,0.576060425
34427943,5716,0.569061304
34427943,5708,0.56829893
34427943,5676,0.566574531
34427943,5732,0.565786723
34427943,6804,0.562072626
34427943,5724,0.56151338
34427943,6812,0.559049038
34433603,4732,0.638001334
34433603,4740,0.630296212
34433603,4748,0.626412742
34433603,4764,0.605469474
34433603,4772,0.600871975
34433603,4756,0.594916792
34433603,4780,0.579387922
34433603,4788,0.578857004
34433603,4796,0.570396772
34433603,4804,0.540928673
34433603,4812,0.508158739
34433603,4820,0.47382145
34433603,4828,0.452345357
34433603,4852,0.425499657
34433603,4836,0.406239086
34433603,4844,0.39548117
34433603,4860,0.386693403
34433603,4868,0.375961821
34433603,4876,0.369522023
34433603,5036,0.35
34434874,7396,0.52297246
34434874,7404,0.50352809
34434874,6412,0.495958107
34434874,7412,0.484030635
34434874,7420,0.482898079
34434874,7428,0.466847277
34434874,4868,0.456822116
34434874,6892,0.446523317
34434874,7268,0.446065525
34434874,5988,0.434750795
34434874,6372,0.424065515
34434874,7436,0.420755274
34434874,7252,0.381348437
34434874,6100,0.361698675
34434874,5036,0.35
34434874,5044,0.338365879
34434874,6396,0.330079355
34434874,5940,0.30459949
34434874,5100,0.303281206
34434874,6524,0.272577289
34439407,5036,0.965722627
34439407,7668,0.670601072
34439407,5604,0.66476498
34439407,7972,0.624376484
34439407,7964,0.584750978
34439407,7948,0.474776641
34439407,5596,0.324146864
34439407,5180,0.261463344
34439407,5156,0.228131318
34439407,5100,0.204824258
34439407,5612,0.196518001
34439407,5620,0.196048359
34439407,7980,0.188834098
34439407,5644,0.179865425
34439407,5628,0.179414286
34439407,5636,0.175105155
34439407,5652,0.171102336
34439407,5660,0.170660998
34439407,5668,0.170424067
34439407,7988,0.167701489
34443947,5180,0.695811812
34443947,5596,0.683239177
34443947,5612,0.645148821
34443947,5644,0.63418411
34443947,5628,0.626303516
34443947,5620,0.623784559
34443947,5636,0.623017474
34443947,5652,0.620305837
34443947,5660,0.611585499
34443947,5668,0.611020334
34443947,5684,0.60478765
34443947,5692,0.601215091
34443947,5700,0.599140347
34443947,5716,0.592074746
34443947,5708,0.590906703
34443947,5732,0.589121771
34443947,6804,0.585407674
34443947,5676,0.583691439
34443947,6812,0.58225384
34443947,6796,0.581030484
34444358,6828,0.671151414
34444358,6836,0.643563564
34444358,6332,0.489547843
34444358,5964,0.427730374
34444358,6868,0.363586379
34444358,5036,0.35
34444358,6876,0.331526523
34444358,6884,0.287765296
34444358,6892,0.260182485
34444358,5156,0.214681881
34444358,5100,0.204824258
34444358,7364,0.196974133
34444358,7820,0.190081352
34444358,5556,0.166716855
34444358,7372,0.163700862
34444358,6148,0.1544005
34444358,7852,0.152952516
34444358,7804,0.147406989
34444358,4772,0.14611895
34444358,7996,0.141025556
34444771,5596,0.643614733
34444771,5180,0.641830355
34444771,5612,0.604594409
34444771,5628,0.585906537
34444771,5620,0.583508391
34444771,5636,0.582528011
34444771,5652,0.579699656
34444771,5644,0.579494488
34444771,5660,0.571727707
34444771,5668,0.571192213
34444771,5684,0.564958032
34444771,5692,0.560765691
34444771,5700,0.558978122
34444771,6812,0.557851645
34444771,5716,0.552028204
34444771,5708,0.551566082
34444771,5732,0.548515591
34444771,5676,0.547318286
34444771,6804,0.544801494
34444771,6796,0.541198669
34447881,5036,0.730805198
34447881,7668,0.417887856
34447881,5604,0.406869626
34447881,7972,0.400007855
34447881,6380,0.39431138
34447881,6388,0.384918927
34447881,6404,0.383271518
34447881,7860,0.377060422
34447881,7868,0.365695111
34447881,5156,0.347015947
34447881,7964,0.32272338
34447881,7524,0.319570857
34447881,6420,0.31459975
34447881,7076,0.306434122
34447881,7948,0.304897248
34447881,5412,0.295268297
34447881,6428,0.285262102
34447881,5548,0.242689447
34447881,5852,0.222145838
34447881,5596,0.221301505
34448604,7300,0.662760856
34448604,7308,0.647908207
34448604,7716,0.647729005
34448604,6548,0.636741795
34448604,7724,0.617268133
34448604,7276,0.515961681
34448604,6940,0.354470959
34448604,5036,0.35
34448604,7732,0.338240259
34448604,6412,0.297019766
34448604,7604,0.282703438
34448604,6564,0.277597455
34448604,7212,0.230627027
34448604,5156,0.229475853
34448604,5100,0.204824258
34448604,5412,0.199082722
34448604,6708,0.186748611
34448604,8004,0.172089851
34448604,8012,0.160517109
34448604,8020,0.160301432
34457633,5036,0.78833797
34457633,7972,0.475425219
34457633,7668,0.47221376
34457633,5604,0.454755791
34457633,5444,0.441877244
34457633,7964,0.371415337
34457633,6676,0.362289529
34457633,7948,0.34868132
34457633,4732,0.314496609
34457633,4740,0.306791484
34457633,4772,0.305140933
34457633,4748,0.302908016
34457633,4788,0.287763977
34457633,4764,0.287551902
34457633,6668,0.287316191
34457633,4780,0.281742087
34457633,4756,0.274096391
34457633,4804,0.265376577
34457633,4796,0.257938419
34457633,4844,0.252989558
34476154,6276,0.623773015
34476154,6292,0.618659577
34476154,6316,0.591564086
34476154,6324,0.582468437
34476154,6300,0.569097999
34476154,6340,0.563994587
34476154,7764,0.364177687
34476154,5036,0.35
34476154,6596,0.32216809
34476154,6556,0.300399643
34476154,5156,0.286030726
34476154,7532,0.285043025
34476154,7540,0.284933412
34476154,7548,0.266052391
34476154,7556,0.238712494
34476154,6508,0.234912026
34476154,6100,0.212076593
34476154,5100,0.204824258
34476154,8028,0.193037652
34476154,5540,0.181005253
34478384,5596,0.741902908
34478384,5180,0.735594666
34478384,5612,0.705189366
34478384,5628,0.686110982
34478384,5620,0.683413165
34478384,5636,0.68296186
34478384,5652,0.680423023
34478384,5644,0.678007089
34478384,5660,0.670594702
34478384,5668,0.669985609
34478384,5684,0.66375514
34478384,5692,0.661100166
34478384,5700,0.65860026
34478384,5716,0.653885381
34478384,5732,0.649238957
34478384,5708,0.649150239
34478384,6804,0.645524861
34478384,7940,0.643578321
34478384,6812,0.642035478
34478384,6796,0.640001227
34478965,6276,0.549935072
34478965,6292,0.52899147
34478965,6316,0.517726143
34478965,6324,0.509630267
34478965,6300,0.496598105
34478965,6340,0.490156644
34478965,5564,0.376303944
34478965,5404,0.369449374
34478965,5036,0.35
34478965,6972,0.349666083
34478965,6100,0.346090546
34478965,7764,0.335039132
34478965,6980,0.328874039
34478965,6964,0.32856167
34478965,6996,0.296972734
34478965,5524,0.289505955
34478965,6596,0.281605763
34478965,6620,0.274823987
34478965,7772,0.273017801
34478965,5100,0.252755758
34481849,4732,0.688209407
34481849,4740,0.680504286
34481849,4748,0.676620815
34481849,4764,0.654810418
34481849,4772,0.64676956
34481849,4756,0.644708256
34481849,4780,0.625582684
34481849,4788,0.624034768
34481849,4796,0.60228607
34481849,4804,0.583694477
34481849,4812,0.550067189
34481849,4820,0.513478515
34481849,4828,0.489782442
34481849,4836,0.438393689
34481849,4844,0.42854084
34481849,4852,0.418672093
34481849,4860,0.4175375
34481849,4868,0.403182485
34481849,4876,0.400389078
34481849,8036,0.354262301
34492197,7300,0.620474638
34492197,7308,0.605408026
